거래번호,지점,고객타입,성별,제품군,단가,수량,매출액,날짜,시간,지불방식,매출원가,매출이익
717-96-4189,C,비회원,여성,컴퓨터 주변기기,"36,910",6,"221,460",2019-02-02,12:40,현금,"212,940","8,520"
722-13-2115,C,회원,남성,스포츠/여행,"44,564",1,"44,564",2019-03-14,15:36,신용카드,"42,850","1,714"
749-81-8133,A,비회원,여성,패션/액세서리,"98,457",4,"393,828",2019-03-11,12:04,현금,"378,680","15,148"
777-67-2495,B,비회원,남성,홈데코,"71,729",3,"215,187",2019-02-22,11:26,신용카드,"206,910","8,277"
636-98-3364,B,회원,여성,컴퓨터 주변기기,"27,310",3,"81,930",2019-03-02,12:36,신용카드,"78,780","3,150"
246-55-6923,C,회원,여성,홈데코,"37,222",9,"334,998",2019-03-10,15:06,신용카드,"322,110","12,888"
181-82-6255,B,비회원,여성,홈데코,"17,025",6,"102,150",2019-02-08,10:58,현금,"98,220","3,930"
838-02-1821,C,회원,여성,홈데코,"13,239",2,"26,478",2019-02-22,12:10,신용카드,"25,460","1,018"
887-42-0517,C,비회원,여성,스포츠/여행,"86,466",7,"605,262",2019-01-10,10:31,신용카드,"581,980","23,282"
457-12-0244,C,회원,여성,스포츠/여행,"36,629",6,"219,774",2019-03-14,13:49,신용카드,"211,320","8,454"
226-34-0034,B,비회원,여성,컴퓨터 주변기기,"14,331",4,"57,324",2019-01-10,11:10,신용카드,"55,120","2,204"
321-49-7382,B,회원,남성,스포츠/여행,"91,842",1,"91,842",2019-02-15,17:38,신용카드,"88,310","3,532"
397-25-8725,A,회원,여성,헬스/뷰티,"41,205",9,"370,845",2019-01-13,17:54,신용카드,"356,580","14,265"
431-66-2305,B,비회원,여성,컴퓨터 주변기기,"91,780",9,"826,020",2019-02-15,20:51,신용카드,"794,250","31,770"
825-94-5922,B,비회원,남성,스포츠/여행,"26,322",2,"52,644",2019-03-02,19:26,신용카드,"50,620","2,024"
641-62-7288,B,비회원,남성,홈데코,"103,917",6,"623,502",2019-03-24,13:33,신용카드,"599,520","23,982"
756-93-1854,C,회원,여성,패션/액세서리,"86,684",2,"173,368",2019-02-02,14:05,신용카드,"166,700","6,668"
243-55-8457,A,비회원,여성,식품/음료,"77,418",10,"774,180",2019-02-27,11:40,신용카드,"744,400","29,780"
458-10-8612,C,비회원,남성,헬스/뷰티,"66,643",7,"466,501",2019-01-20,12:27,신용카드,"448,560","17,941"
501-61-1753,B,비회원,여성,홈데코,"65,676",6,"394,056",2019-01-03,20:24,신용카드,"378,900","15,156"
235-06-8510,C,회원,남성,홈데코,"89,149",3,"267,447",2019-01-24,20:59,신용카드,"257,160","10,287"
433-08-7822,C,비회원,여성,헬스/뷰티,"82,046",7,"574,322",2019-01-05,19:48,신용카드,"552,230","22,092"
361-85-2571,A,비회원,여성,스포츠/여행,"93,059",5,"465,295",2019-03-30,10:18,현금,"447,400","17,895"
131-70-8179,A,회원,여성,헬스/뷰티,"95,774",3,"287,322",2019-02-17,16:27,현금,"276,270","11,052"
500-02-2261,C,비회원,여성,식품/음료,"59,582",6,"357,492",2019-03-21,17:04,신용카드,"343,740","13,752"
720-72-2436,A,비회원,남성,식품/음료,"69,181",4,"276,724",2019-03-02,18:14,신용카드,"266,080","10,644"
702-83-5291,C,회원,남성,패션/액세서리,"103,813",9,"934,317",2019-03-27,10:43,현금,"898,380","35,937"
809-69-9497,A,비회원,여성,홈데코,"47,507",10,"475,070",2019-01-19,19:30,신용카드,"456,800","18,270"
449-16-6770,A,비회원,남성,헬스/뷰티,"52,822",5,"264,110",2019-02-19,14:53,신용카드,"253,950","10,160"
333-23-2632,A,회원,남성,헬스/뷰티,"10,483",7,"73,381",2019-03-28,20:14,현금,"70,560","2,821"
489-82-1237,A,비회원,여성,컴퓨터 주변기기,"97,635",7,"683,445",2019-01-05,11:51,신용카드,"657,160","26,285"
859-97-6048,C,회원,남성,컴퓨터 주변기기,"87,620",2,"175,240",2019-03-26,14:13,신용카드,"168,500","6,740"
676-10-2200,B,회원,남성,패션/액세서리,"55,931",1,"55,931",2019-02-03,20:13,신용카드,"53,780","2,151"
373-88-1424,C,회원,남성,홈데코,"37,242",5,"186,210",2019-02-06,18:44,신용카드,"179,050","7,160"
365-16-4334,B,비회원,여성,식품/음료,"27,487",8,"219,896",2019-02-24,14:26,신용카드,"211,440","8,456"
503-21-4385,B,회원,남성,헬스/뷰티,"41,506",3,"124,518",2019-02-21,12:40,신용카드,"119,730","4,788"
305-89-2768,B,회원,여성,홈데코,"22,776",3,"68,328",2019-01-09,18:43,신용카드,"65,700","2,628"
574-80-1489,B,회원,여성,식품/음료,"65,364",4,"261,456",2019-02-25,13:22,신용카드,"251,400","10,056"
784-08-0310,C,회원,여성,식품/음료,"21,882",4,"87,528",2019-01-13,13:58,현금,"84,160","3,368"
200-40-6154,B,회원,남성,홈데코,"68,546",6,"411,276",2019-02-09,11:45,현금,"395,460","15,816"
846-10-0341,A,비회원,여성,패션/액세서리,"44,273",7,"309,911",2019-01-06,11:51,현금,"297,990","11,921"
577-34-7579,C,회원,남성,식품/음료,"52,510",9,"472,590",2019-01-10,17:16,현금,"454,410","18,180"
430-02-3888,B,비회원,남성,컴퓨터 주변기기,"47,861",6,"287,166",2019-02-07,15:55,현금,"276,120","11,046"
867-47-1948,C,비회원,여성,홈데코,"16,432",10,"164,320",2019-01-09,12:07,현금,"158,000","6,320"
384-59-6655,A,회원,여성,식품/음료,"102,606",9,"923,454",2019-02-19,15:07,현금,"887,940","35,514"
256-58-3609,C,회원,남성,패션/액세서리,"95,659",1,"95,659",2019-03-18,15:29,현금,"91,980","3,679"
324-92-3863,A,회원,남성,컴퓨터 주변기기,"21,726",2,"43,452",2019-02-05,18:45,현금,"41,780","1,672"
593-08-5916,A,비회원,여성,패션/액세서리,"16,120",1,"16,120",2019-03-19,15:23,신용카드,"15,500",620
364-34-2972,C,회원,남성,컴퓨터 주변기기,"100,693",3,"302,079",2019-03-30,20:37,현금,"290,460","11,619"
794-42-3736,B,비회원,남성,식품/음료,"34,663",2,"69,326",2019-01-26,14:41,신용카드,"66,660","2,666"
172-42-8274,B,비회원,여성,컴퓨터 주변기기,"39,801",2,"79,602",2019-03-02,18:18,신용카드,"76,540","3,062"
558-60-5016,A,비회원,여성,홈데코,"34,632",9,"311,688",2019-03-04,15:27,신용카드,"299,700","11,988"
195-06-0432,A,회원,남성,홈데코,"84,250",3,"252,750",2019-01-13,12:55,신용카드,"243,030","9,720"
605-03-2706,A,비회원,여성,헬스/뷰티,"16,432",3,"49,296",2019-03-25,18:02,현금,"47,400","1,896"
214-30-2776,B,회원,여성,컴퓨터 주변기기,"35,870",5,"179,350",2019-03-11,19:44,신용카드,"172,450","6,900"
746-04-1077,B,회원,여성,식품/음료,"88,015",10,"880,150",2019-01-01,11:36,신용카드,"846,300","33,850"
448-34-8700,B,회원,남성,홈데코,"38,386",7,"268,702",2019-02-10,13:51,신용카드,"258,370","10,332"
452-04-8808,B,비회원,남성,컴퓨터 주변기기,"90,563",7,"633,941",2019-01-26,15:17,현금,"609,560","24,381"
531-56-4728,A,비회원,남성,홈데코,"83,283",3,"249,849",2019-02-11,15:29,현금,"240,240","9,609"
744-82-9138,C,비회원,남성,패션/액세서리,"89,575",2,"179,150",2019-02-07,17:59,현금,"172,260","6,890"
883-69-1285,B,회원,남성,패션/액세서리,"51,917",2,"103,834",2019-03-06,11:55,신용카드,"99,840","3,994"
221-25-5073,A,비회원,여성,식품/음료,"77,646",4,"310,584",2019-03-04,10:39,현금,"298,640","11,944"
518-71-6847,B,회원,남성,식품/음료,"27,664",6,"165,984",2019-02-26,15:10,신용카드,"159,600","6,384"
156-20-0370,B,비회원,여성,컴퓨터 주변기기,"26,468",1,"26,468",2019-03-10,18:10,신용카드,"25,450","1,018"
151-33-7434,B,비회원,여성,식품/음료,"70,481",1,"70,481",2019-02-04,20:43,신용카드,"67,770","2,711"
728-47-9078,C,회원,남성,식품/음료,"61,974",4,"247,896",2019-01-19,12:46,현금,"238,360","9,536"
809-46-1866,A,비회원,남성,헬스/뷰티,"60,476",4,"241,904",2019-01-23,17:44,현금,"232,600","9,304"
139-32-4183,A,회원,여성,스포츠/여행,"101,379",9,"912,411",2019-03-14,14:19,신용카드,"877,320","35,091"
148-41-7930,C,비회원,남성,헬스/뷰티,"103,958",7,"727,706",2019-01-23,10:33,현금,"699,720","27,986"
189-40-5216,C,비회원,남성,컴퓨터 주변기기,"100,225",7,"701,575",2019-01-09,11:40,현금,"674,590","26,985"
374-38-5555,B,비회원,여성,패션/액세서리,"66,258",5,"331,290",2019-02-07,19:30,신용카드,"318,550","12,740"
764-44-8999,B,비회원,여성,헬스/뷰티,"15,350",2,"30,700",2019-02-18,14:42,신용카드,"29,520","1,180"
552-44-5977,B,회원,남성,헬스/뷰티,"64,480",8,"515,840",2019-01-03,19:08,신용카드,"496,000","19,840"
267-62-7380,C,회원,남성,컴퓨터 주변기기,"85,634",10,"856,340",2019-03-29,19:12,신용카드,"823,400","32,940"
430-53-4718,B,회원,남성,헬스/뷰티,"78,385",8,"627,080",2019-01-28,15:46,신용카드,"602,960","24,120"
886-18-2897,A,비회원,여성,식품/음료,"58,822",5,"294,110",2019-03-22,19:06,신용카드,"282,800","11,310"
602-16-6955,B,비회원,여성,스포츠/여행,"79,664",10,"796,640",2019-01-24,18:10,신용카드,"766,000","30,640"
745-74-0715,A,비회원,남성,컴퓨터 주변기기,"60,351",2,"120,702",2019-03-10,20:46,신용카드,"116,060","4,642"
690-01-6631,B,비회원,남성,패션/액세서리,"18,190",10,"181,900",2019-02-22,18:35,신용카드,"174,900","7,000"
652-49-6720,C,회원,여성,컴퓨터 주변기기,"63,388",1,"63,388",2019-02-18,11:40,신용카드,"60,950","2,438"
233-67-5758,C,비회원,남성,헬스/뷰티,"41,964",1,"41,964",2019-01-29,13:46,신용카드,"40,350","1,614"
303-96-2227,B,비회원,여성,홈데코,"101,275",10,"1,012,750",2019-03-02,17:16,신용카드,"973,800","38,950"
727-02-1313,A,회원,남성,식품/음료,"33,114",1,"33,114",2019-02-09,13:22,현금,"31,840","1,274"
347-56-2442,A,비회원,남성,홈데코,"68,453",1,"68,453",2019-02-22,15:33,현금,"65,820","2,633"
849-09-3807,A,회원,여성,패션/액세서리,"91,874",7,"643,118",2019-02-18,13:28,현금,"618,380","24,738"
